track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
7sJwGtoWgkVRwzujlyT3cp,Sims,5JZ7CnR6gTvEMKX4g70Amv,Lauv,2ASTOinfP52bAbWPzXmjYz,155075,2019-10-03,1,0.529,0.398,2,-8.238,1,0.388,0.643,0.0,0.0637,0.567,99.714
3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,3KrYBAbfxlssMirZLs6HzZ,158805,2019-10-04,76,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,6Vip5A5NmEazvKuxj6GLYf,260285,2018-03-09,82,0.682,0.173,1,-8.749,1,0.0314,0.839,3.26e-05,0.0983,0.236,112.663
2plLJpUcYPFrl1sW2pMG63,Lights Up,6KImCVD70vtIoJWnq6nGn3,Harry Styles,4Aag1alBrdk2TFnATVmn8D,172226,2019-10-11,7,0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939
2OqQDFY4MgzkAoAZ67CscA,Sundo,6MXu7TWZnmykwkXiRJeUMh,Imago,2WNYwZg6JlIjSkQGq0fggk,243653,2007,56,0.493,0.515,9,-6.551,1,0.0232,0.468,1.27e-05,0.0873,0.334,79.987
2tR5liucorXRwduxr0qEx6,Binalewala - Original Version,6ZdzYE3CEgY0Umgi3Dsgv8,Michael Dutchi Libranda,1793zMKn7sOceKYWdN7yQX,268486,2019-10-07,63,0.501,0.57,10,-6.49,1,0.0337,0.569,0.0,0.0649,0.311,139.516
3gyEt1vswIEbpQqBs18Lha,Harana,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,29tJR2oXdGAFHMQkcgPUmn,182200,1997,59,0.58,0.159,7,-22.087,1,0.0569,0.792,1.26e-06,0.108,0.424,151.419
46D0hYb1B7qiU33VtXt21W,Easy,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,514p9UpvibpBhShFgpZaxS,194686,2019-10-11,69,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073
0ClPIeT6MSgfSgQ9ZrJbAq,Cheating on You,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,1cZNFKrwWK0PGqQFUspj3L,196606,2019-10-01,69,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042
2tnVG71enUj33Ic2nFN6kZ,Ride It,4ofCBoyEiGSePFAG500xev,Regard,4zOhjJfe0dwqsNdDYk622E,157605,2019-07-26,87,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948
7vFv0yFGMJW3qVXbAd9BK9,Your Body Is a Wonderland,0hEurMDQu99nJRq8pTxO14,John Mayer,3yHOaiXecTJVUdn7mApZ48,249626,2001-08-16,77,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01
5V7mTIcXVU9k2JNu0mE6vy,Fall for You (Acoustic),6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,3lkNs5ggIYtd1n8MW7QoAE,176946,2012,68,0.433,0.307,0,-8.796,1,0.0327,0.65,0.0,0.0635,0.378,178.114
0gcjc7Vt5xtcfmJgf6g2IO,When You Say Nothing At All,3nlHsNqwCSvT988ZfSW1Yh,Ronan Keating,3T9Imnmd2Amt5lyDMqlFq9,256826,2000-01-01,74,0.456,0.448,7,-10.665,1,0.0251,0.161,1.19e-06,0.0811,0.418,173.885
0kN8xEmgMW9mh7UmDYHlJP,Versace on the Floor,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,73,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152
314ZkcV7oLWG8yWE7LABvH,Make It Right (feat. Lauv),3Nrfpe0tUJi4K4DXYWgMUX,BTS,0ZI6Q1QJSYdeEQPvKzX1XR,226321,2019-10-18,75,0.584,0.685,7,-7.811,1,0.425,0.0304,0.0,0.189,0.345,97.551
5nCthAh3jt4xKuLJAifAaR,Harleys In Hawaii,6jJ0s89eD6GaHleKKya26X,Katy Perry,30UjBkRwwBeCdspCGPBB8V,185815,2019-10-16,69,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-06,0.126,0.721,140.094
0BaMZMMEG7GWrUYsoGw8Yg,Neneng B,3lFMRWaEWZlfXdBig97kks,Nik Makino,6sPZB93WloDhOq8PDNJ7UD,358015,2019-05-15,60,0.848,0.447,5,-10.56,0,0.078,0.24,0.0,0.0858,0.353,117.959
1qbXrxctv75pm1lWCn6Zw3,Walking (feat. Swae Lee & Major Lazer),1AhjOkOLkbHUfcHDSErXQs,88rising,7bOpX6Ilc9UCFmH9uGyUDy,167080,2019-10-11,63,0.701,0.663,6,-7.227,1,0.202,0.0123,1.04e-05,0.131,0.334,100.001
0x2VgHoxUxKFbIUqQur8Fe,Sino,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,60qph1sDjhgZtPR4IEnu5Y,280426,2018-08-13,60,0.676,0.43,11,-10.563,1,0.0232,0.168,0.0299,0.109,0.23,104.982
55wiiyCgZIFAbQxDUctLjd,Binalewala - Acoustic Version,6ZdzYE3CEgY0Umgi3Dsgv8,Michael Dutchi Libranda,1793zMKn7sOceKYWdN7yQX,290063,2019-10-07,56,0.46,0.282,10,-8.714,1,0.0411,0.868,0.0,0.0776,0.345,137.086
2MsNSKQNQNRklkKFxxvIav,9 and Three Quarters (Run Away),0ghlgldX5Dd6720Q3qFyQB,TOMORROW X TOGETHER,5KoR6s906nbO21C9ZPdwTv,211866,2019-10-21,71,0.639,0.756,1,-4.42,1,0.0608,0.0055,0.0,0.13,0.532,128.937
1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,3tBkjgxDqAwss76O1YHsSY,206458,2019-10-23,14,0.505,0.34,4,-9.005,1,0.0438,0.576,0.0,0.21,0.0916,101.993
4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,3N7eWDCvfWv34xWNohdHjO,207904,2018-05-10,76,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061
4yI3HpbSFSgFZtJP2kDe5m,Look At Her Now,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,4O04QLiB0lGHQlygXxiMuX,162595,2019-10-24,9,0.563,0.564,10,-7.906,0,0.271,0.114,0.0254,0.304,0.55,154.355
6YQlCOZnlFmqeciAh58fDE,Orphans,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,1SnoyXTgl1jmhfmPwpKDCI,197533,2019-10-24,59,0.503,0.808,11,-5.051,0,0.045,0.0254,0.00162,0.557,0.283,107.975
07Oz5StQ7GRoygNLaXs2pd,Good as Hell (feat. Ariana Grande) - Remix,56oDRnqbIiwx4mymNEv7dS,Lizzo,1k1HuvFs562Z3CCiSYhtc1,159011,2019-10-25,77,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927
0Z26mbSHJ1dkUu7g9DDgif,Trigger,738wLrAtLtCtFOLvQBXOXp,Major Lazer,3Fcqa5sb0vVYEEDHzkiOA1,171986,2019-10-24,72,0.57,0.585,8,-7.041,1,0.251,0.128,0.000105,0.111,0.378,97.285
6sU3YUz0Ld3OPFmrnxlpzD,You're Still The One,5e4Dhzv426EvQe3aDb64jL,Shania Twain,0WaogLYA1OL7TdJ5sQVujT,212369,1997-01-01,53,0.561,0.539,3,-7.065,1,0.0308,0.478,0.0,0.268,0.638,133.831
2QpGZOhTCHHiKmpSO9FW4h,Follow God,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,104591,2019-10-25,74,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291
24bnCCysWnbNRNUT4LpHcP,Everything We Need,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,116559,2019-10-25,63,0.894,0.416,9,-6.823,0,0.0538,0.312,0.0,0.146,0.463,116.96
39JRmdKFka1Oe09FoOCPI4,Selah,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,164619,2019-10-25,64,0.482,0.618,9,-5.673,0,0.197,0.647,0.000859,0.32,0.146,90.076
3JWiDGQX2eTlFvKj3Yssj3,Closed On Sunday,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,151873,2019-10-25,66,0.799,0.291,11,-7.353,0,0.0318,0.873,0.000641,0.139,0.406,97.984
1WnqWQcWcuQbVzgE7ecfCY,Every Hour,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,112239,2019-10-25,59,0.588,0.793,7,-6.23,1,0.0794,0.466,0.000647,0.913,0.694,76.997
6muOWhMh7Tf0UFUtMDBhUR,Orphans,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,6DX4K0afv5l01Pf6lymJuB,197533,2019-10-24,66,0.503,0.808,11,-5.051,0,0.045,0.0254,0.00162,0.557,0.283,107.975
2SasoXZyv82yYgHiVOvxQn,On God,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,136350,2019-10-25,64,0.41,0.886,9,-4.413,0,0.155,0.0671,0.0,0.461,0.393,72.577
6xRWoYwfwIKnT8bQGzKbxR,God Is,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,203141,2019-10-25,61,0.656,0.637,1,-3.867,1,0.0256,0.34,0.0,0.187,0.267,105.037
454Epa1vrCGFddHXKyC1kb,Water,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,168419,2019-10-25,59,0.505,0.281,2,-12.404,1,0.1,0.57,0.000254,0.163,0.283,82.338
0oPOuDmmkVp3h6puekhs6P,Use This Gospel,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,213877,2019-10-25,64,0.611,0.459,0,-3.926,0,0.0422,0.614,0.0,0.126,0.177,148.28
4Of7rzpRpV1mWRbhp5rAqG,Bruises,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,5658aM19fA3JVwTK6eQX70,220492,2019-05-17,84,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202
1Av69kr9JitqPWo7WJLS5q,Can We Kiss Forever?,4qIVPF0s71ZYW3qzhu5GkF,Kina,1B4ZnEKDAstlatD3ySlsBS,187898,2018-08-31,2,0.493,0.13,4,-18.725,1,0.0369,0.898,0.0223,0.0941,0.119,109.852
0luyrm1L6gjtoLekHOf67t,Masyado Pang Maaga,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,75Y2NZzYQyYpxusG8e0ZeM,306204,2019-11-01,64,0.526,0.571,7,-7.091,1,0.0295,0.458,0.0,0.11,0.31,140.051
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,0ix3XtPV1LwmZADsprKxcp,183290,2019-10-31,86,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941
7vJS1DPc3FzBtqBs8n3mW5,Bad To You (with Normani & Nicki Minaj),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,4NBuascXb3uK0mFUYuJ63f,171840,2019-11-01,65,0.727,0.583,7,-7.385,0,0.0718,0.065,0.0,0.106,0.629,147.983
3nmRSlzR7xtAo95GjfIahZ,Bibingka,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,4fvqIgslOvrYh0aQWwWOK4,306066,2016-10-20,58,0.356,0.229,8,-11.985,1,0.0328,0.797,0.0,0.112,0.431,204.074
5LZqOdfYUXunyhHmPqGI6j,Lexi,3lFMRWaEWZlfXdBig97kks,Nik Makino,3AJQxCvbthwcS1zgkjHjA0,229067,2018-08-06,59,0.704,0.481,5,-11.796,1,0.372,0.00265,0.0,0.11,0.178,74.991
1ZPWWSwCkxKfqdp4H0RFCo,ROXANNE,0vRvGUQVUjytro0xpb26bs,Arizona Zervas,1BAHbTOKeZ1w0DeFSVi5Tn,163636,2019-10-10,2,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735
5wQnmLuC1W7ATsArWACrgW,Welcome to the Black Parade,7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,0FZK97MXMm5mUQ8mtudjuK,311106,2006-10-23,77,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95
5DqdesEfbRyOlSS3Tf6c29,It's You,4rTv3Ejc7hKMtmoBOK1B4T,Ali Gatie,63Kr9mdWxT7mB2AKgf4rCa,212606,2019-11-08,84,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971
4T7CM071eEoHudiDShZlCJ,Tala,6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,42F8uTX1DR3OiaKVtrz3Gr,245053,2015-12-04,63,0.598,0.795,8,-1.602,1,0.0497,0.623,0.000193,0.0971,0.499,97.999
7pWK1kMgHy5lNNiIfuRbkP,Used To Love (with Dean Lewis),60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,3YD1qyD9KPFzzTK1UC1Gvo,236764,2019-10-31,73,0.651,0.693,4,-4.722,1,0.0375,0.458,0.0,0.335,0.392,118.97
0AiUFrU3Bj0ZzYFSWoAM0O,Esmi,0n4a5imdLBN24fIrBWoqrv,Because,2G5r2CQkrVphz50eaPic5Z,220263,2019-10-04,58,0.783,0.37,2,-13.875,1,0.117,0.135,0.0,0.0742,0.403,75.965
6ZzYETKetIfNUsZUb23jgG,Day 1 ◑,0Vw76uk7P8yVtTClWyOhac,HONNE,0fwZXPXf41aF6H0CN3UtXV,233600,2018-08-24,69,0.503,0.581,6,-7.007,1,0.0881,0.21,0.000708,0.257,0.633,94.555
2rXVtoLBHuXcNB5DVfIc9p,Happiness,7pbDxGE6nQSZVfiFdq9lOL,Rex Orange County,2NBVxjZcbH5H1N1Ab2ExDH,279693,2017-04-26,70,0.399,0.235,5,-9.774,1,0.0334,0.734,1.56e-06,0.161,0.197,105.645
63VyEdzMM3w4ZQ1WtARa2S,Takeaway (feat. Lennon Stella),69GGBxA162lTqCwzJG5jLp,The Chainsmokers,3Gm1gQdIyBEPJVQUs7rYfr,209893,2019-11-08,2,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332
6IJTc8xo6XasOU8fpxMU57,Call You Mine (feat. Bebe Rexha),69GGBxA162lTqCwzJG5jLp,The Chainsmokers,3Gm1gQdIyBEPJVQUs7rYfr,217653,2019-11-08,2,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003
3i9UVldZOE0aD0JnyfAZZ0,Lover (Remix) [feat. Shawn Mendes],06HL4z0CvFAxyc27GXpf02,Taylor Swift,2UfvnX1YYeC2cExMQTMbXC,221306,2019-11-13,74,0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272
20JtELGPfOAMq7FpUt8eSM,Yellow Hearts,4jpsw9CQS439N0B7SecMgf,Ant Saunders,0ahjnylJzSIfobrUbMZnmL,223255,2019-06-18,1,0.866,0.399,7,-10.938,1,0.0745,0.117,0.0,0.0689,0.713,129.047
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending - feat. Julia Michaels,66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,7BrlhEO8dHiNmU8A1Ep9RZ,208687,2019-10-17,86,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801
3GRSqlALWISqLeNncZMbpX,Mean It,5JZ7CnR6gTvEMKX4g70Amv,Lauv,4aoWQU2gSUjl4AZeCPSo1b,232853,2019-11-14,9,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998
1cL3ucXzG2hj3XOUPIWdvZ,Feelings,5JZ7CnR6gTvEMKX4g70Amv,Lauv,4aoWQU2gSUjl4AZeCPSo1b,189613,2019-11-14,1,0.694,0.466,9,-6.758,1,0.0384,0.0934,0.0,0.098,0.246,103.018
4wopYJ5wpYOM6ogm2Jugnw,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",5JZ7CnR6gTvEMKX4g70Amv,Lauv,4aoWQU2gSUjl4AZeCPSo1b,198973,2019-11-14,1,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,4i3rAwPw7Ln2YrKDusaWyT,245425,2019-11-13,87,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006
2iwS33Jfev1QBiuhWVWZHY,i'm so tired...,5JZ7CnR6gTvEMKX4g70Amv,Lauv,4aoWQU2gSUjl4AZeCPSo1b,162582,2019-11-14,1,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211
2PERLp9asn02e8nk5dbdra,Sims,5JZ7CnR6gTvEMKX4g70Amv,Lauv,4aoWQU2gSUjl4AZeCPSo1b,155075,2019-11-14,1,0.529,0.398,2,-8.238,1,0.388,0.643,0.0,0.0637,0.567,99.714
61uDOUMvcSx9Sz6TfartPj,Sad Forever,5JZ7CnR6gTvEMKX4g70Amv,Lauv,4aoWQU2gSUjl4AZeCPSo1b,203507,2019-11-14,0,0.527,0.538,5,-7.434,1,0.104,0.468,0.0,0.0825,0.389,117.319
696DnlkuDOXcMAnKlTgXXK,ROXANNE,0vRvGUQVUjytro0xpb26bs,Arizona Zervas,6HJDrXs0hpebaRFKA1sF90,163636,2019-10-10,87,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735
1jg9clsGCDqOumfS0X5xm9,Living Proof,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,7BG1hKMWQAUkHBm8f7ppC1,194440,2019-11-15,64,0.735,0.514,7,-5.464,1,0.082,0.109,0.0,0.359,0.517,77.566
2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,4jpsw9CQS439N0B7SecMgf,Ant Saunders,7L5mva8yC5ctamvs4XzgpR,223257,2019-06-18,77,0.866,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.039
1mpD5Q8IM32I4bF6eCpU74,Up All Night,6LuN9FCkKOj5PcnpouEgny,Khalid,2pSH41L4EXqhGHyTjM2dA2,157220,2019-11-14,77,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989
1e9oZCCiX42nJl0AcqriVo,Watermelon Sugar,6KImCVD70vtIoJWnq6nGn3,Harry Styles,659e2eKbsMH0vYCs5qgFmy,174000,2019-11-17,83,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39
7jzldCBnJjpJM3epzJ85KE,Tongue Tied (with YUNGBLUD & blackbear),64KEffDW9EtZ1y2vBYgq8T,Marshmello,3NTBbNcEuBN3XKkUfk4pil,186024,2019-11-13,68,0.628,0.821,1,-2.721,0,0.0525,0.0208,0.0,0.426,0.465,93.001
4Dr2hJ3EnVh2Aaot6fRwDO,Blueming,3HqSLMAZ3g3d5poNaI7GOU,IU,2xEH7SRzJq7LgA0fCtTlxH,217053,2019-11-18,71,0.819,0.674,0,-3.145,1,0.0587,0.0849,0.0,0.0667,0.682,106.032
5C0ivQMxes2lWuOANhvVAm,GIANTS,7xX15v6ahAkcT14kHfB9wB,True Damage,1hK1lKNTYUM4wYRIY19CRO,191720,2019-11-10,73,0.642,0.683,1,-5.386,1,0.262,0.0834,0.0,0.155,0.584,154.881
6lanRgr6wXibZr8KgzXxBl,A Thousand Years,7H55rcKCfwqkyDFH9wpKM6,Christina Perri,15yvc643iYfQtb6zh9NEJo,285120,2011-10-18,80,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028
3Z0oQ8r78OUaHvGPiDBR3W,Into the Unknown,73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,4M07HWIlZr7zoXoxDHR5mz,194848,2019-11-15,78,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104
2gMXnyrvIjhVBUZwvLZDMP,Before You Go,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,2wiPF3m0ylst0JSk1IvZL8,215106,2019-11-22,86,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881
7n7mTiptQT1iNa7rMhcZS8,"A Perfect Christmas - Recorded at OnQ Studios, Manila",7vwlQ7XElRyPMJQGUXBz4O,Tatak Pinoy All-Stars,1aifvRID8WVENI4KDyCx27,283620,2019-11-22,55,0.358,0.571,4,-7.337,1,0.0288,0.663,0.0,0.0935,0.456,183.798
7IQTt9WiyBf92QfzwTUdqZ,Kahit Sa Panaginip,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,3hTA6Q0yakKIckAQOq8m9S,278346,2019-11-17,48,0.469,0.769,8,-4.832,0,0.033,0.0362,3.03e-05,0.088,0.474,75.996
03T4ttRCiLXST6MZjeMwmR,Orphans,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2FeyIYDDAQqcOJKOKhvHdr,197533,2019-11-22,66,0.503,0.808,11,-5.051,0,0.045,0.0254,0.00162,0.557,0.283,107.975
421eObjg0DTm2qajJl5OJm,Into the Unknown - Panic! At The Disco Version,20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,4M07HWIlZr7zoXoxDHR5mz,189132,2019-11-15,73,0.456,0.828,1,-6.225,1,0.077,0.0244,0.0,0.21,0.313,116.719
5jLUKFlEJzOf6b6PCaohFI,I Want You Back,1SrWbIDP84JcSDr0oTBAQw,Matthaios,5aqPbNJP9Kgw3g2DzQFnNz,265247,2019-06-23,62,0.843,0.411,1,-11.46,0,0.42,0.675,0.0,0.179,0.515,94.999
50WeOnXhM1H7AZEeIDoWfZ,Show Yourself,73Np75Wv2tju61Eo9Zw4IR,Idina Menzel,4M07HWIlZr7zoXoxDHR5mz,260906,2019-11-15,76,0.321,0.429,6,-7.073,1,0.0302,0.724,9.1e-05,0.0606,0.174,123.419
0cMcFcm3YvB8o1yKkYNv0a,"Malay Mo, Tayo",7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,401eCisGwwn6mkEi5A21Iw,274291,2019-11-14,58,0.55,0.205,4,-11.732,1,0.0292,0.922,0.00773,0.0816,0.261,125.766
7namdlOhbtsc8FvoSafOQt,Lost in the Woods,7KkqUt65v6LMtR369OQ6FB,Jonathan Groff,4M07HWIlZr7zoXoxDHR5mz,180762,2019-11-15,69,0.366,0.478,8,-6.972,1,0.0277,0.695,8.91e-06,0.124,0.293,149.307
4Xbotg4PCLJw9cDx2dtZLK,Some Things Never Change,2kHxkdiKCSnHMkhIgFBZaI,Kristen Bell,4M07HWIlZr7zoXoxDHR5mz,209964,2019-11-15,72,0.566,0.543,5,-4.485,1,0.0314,0.613,0.0,0.106,0.299,89.937
1Tt7zr1yDbKbT8L4jzSZ74,When I Am Older,4dSQICBjdUIp5iK6RRU2bY,Josh Gad,4M07HWIlZr7zoXoxDHR5mz,111452,2019-11-15,71,0.73,0.326,8,-7.001,1,0.26,0.705,0.0,0.103,0.434,116.893
61HVbcNeRACZpyvHrc3AnD,All Is Found,3MyB0MyKec3Jq0AH2llk7v,Evan Rachel Wood,4M07HWIlZr7zoXoxDHR5mz,125439,2019-11-15,71,0.228,0.204,5,-12.319,1,0.0387,0.926,1.1e-05,0.092,0.195,83.372
1gilgPrTkkZTp09Xf8zCmK,The Next Right Thing,2kHxkdiKCSnHMkhIgFBZaI,Kristen Bell,4M07HWIlZr7zoXoxDHR5mz,216773,2019-11-15,66,0.296,0.119,0,-14.256,0,0.0475,0.839,1.59e-05,0.385,0.146,170.037
6LcauUZjF1eXQrgqMUecHX,Ayy Macarena,5LHRHt1k9lMyONurDHEdrp,Tyga,3Cse4lihKX7ww99QnZGQAh,131606,2019-11-13,79,0.816,0.63,2,-5.568,1,0.226,0.133,0.0,0.0692,0.715,96.493
5aJEh9Oqdz7PRLKTpH25pB,Lights Up,6KImCVD70vtIoJWnq6nGn3,Harry Styles,659e2eKbsMH0vYCs5qgFmy,172213,2019-11-17,58,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987
5EeQQ8BVJTRkp1AIKJILGY,All Is Found - Kacey Musgraves Version,70kkdajctXSbqSMJbQO424,Kacey Musgraves,4M07HWIlZr7zoXoxDHR5mz,183734,2019-11-15,67,0.438,0.19,5,-13.573,1,0.0289,0.954,7.12e-05,0.117,0.106,153.02
07s9NNOT0sZQp7TyolLLgu,Own It (feat. Ed Sheeran & Burna Boy),2SrSdSvpminqmStGELCSNd,Stormzy,4H9xdaXSMCiT7xyBBxiT0Q,216706,2019-11-22,4,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0
57vxBYXtHMk6H1aD29V7PU,Heartless,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,7vRcickwa6GCfY1qKKe4lK,200080,2019-11-27,23,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954
7fK0csBoqbcgUuWGV0cpoD,Obsession,3cjEqqelV9zb4BYE3qDQ4O,EXO,7uNyF6MKaVHi5TJqIiNobm,203520,2019-11-27,70,0.704,0.729,7,-3.851,1,0.0624,0.0024,0.0,0.218,0.71,129.992
5vZU1sYp7e1osTKWIMtof5,Trouble,3cjEqqelV9zb4BYE3qDQ4O,EXO,7uNyF6MKaVHi5TJqIiNobm,197226,2019-11-27,54,0.572,0.8,7,-4.421,1,0.137,0.321,0.0,0.511,0.767,76.022
1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,06HL4z0CvFAxyc27GXpf02,Taylor Swift,1yGbNOtRIgdIiGHOEBaZWf,231826,2014-01-01,78,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997
1C3wg8sCIPqpNQx0wAL4DC,The Way You Look at Me,4U78sK2D3zASSB6oSR38GQ,Christian Bautista,0qEwvzXNVsPFK7eftFej7Q,207786,2004-03-25,65,0.485,0.29,1,-8.444,1,0.0321,0.817,0.0,0.111,0.333,134.168
58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,4qIVPF0s71ZYW3qzhu5GkF,Kina,0MGcjBIFcL2qaCrgGjIGFb,187931,2018-08-31,82,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,2ZfHkwHuoAZrlz7RMj0PDz,201573,2019-11-29,37,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017
4TnjEaWOeW0eKTKIEvJyCa,Falling,7uaIm6Pw7xplS8Dy06V6pT,Trevor Daniel,1Czfd5tEby3DbdYNdqzrCa,159381,2018-10-05,87,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085
