track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6zGPytJiZmFuyVq7RTNO9G,Get Me,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,0GzsdiiItPCABfhuFIKiZi,185418,2020-01-28,63,0.824,0.503,6,-6.94,0,0.156,0.05,5.25e-05,0.107,0.784,109.397
0OCRwXbQRdOZ1OtB4Imsp1,Love Someone,25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,02gV87QEIFp2T9q7OqVBjj,205440,2018-10-26,72,0.538,0.409,9,-6.581,0,0.0505,0.172,0.0,0.11,0.265,171.838
4AFwnrH5atiJoAd5xS5QtR,The Man Who Can't Be Moved,3AQRLZ9PuTAozP28Skbq8V,The Script,2hWSBJTWE0ce0NqJv2vzCc,241373,2008-07-14,65,0.605,0.629,10,-5.051,1,0.0279,0.437,0.0,0.097,0.308,99.894
5px6upUHM3fhOP621Edp4V,Physical,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,5Vzq1wKBUXMxEZl3NPjJpS,193829,2020-01-30,77,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962
2slqvGLwzZZYsT4K4Y1GBC,Only The Young - Featured in Miss Americana,06HL4z0CvFAxyc27GXpf02,Taylor Swift,5LGsh3kexUfi3qkIIxb8vK,157507,2020-01-31,69,0.56,0.78,5,-4.895,0,0.0517,0.00244,0.0,0.0714,0.602,93.516
3CyCjgTHFzqucmECajq8QA,DUN DUN,3ZZzT0naD25RhY2uZvIKkJ,EVERGLOW,5ByQ39IHGxrddAwQcnxvoj,192280,2020-02-03,74,0.692,0.881,11,-2.563,0,0.0461,0.0457,4.26e-06,0.146,0.433,103.055
6p8eEdiZLKJH8tcjGZuNTK,Run,3MZsBdqDrRTJihTHQrO6Dq,Joji,6vC3YjRy755VljFSemBUu7,195000,2020-02-06,75,0.447,0.72,7,-3.954,1,0.0332,0.0416,0.000297,0.614,0.362,157.892
5p0ietGkLNEqx1Z7ijkw5g,My Love,5Z1CCuBsyhEHngq3U5IraY,Westlife,6P1sBa0T1fRooA0UTAQfOu,231270,2000,70,0.492,0.593,0,-5.975,1,0.0255,0.098,0.0,0.257,0.329,144.134
364dI1bYnvamSnBJ8JcNzN,Intentions,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,55zg331p7m1EFA4uRggkwt,212868,2020-02-07,84,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014
0TrPqhAMoaKUFLR7iYDokf,Know Your Worth,6LuN9FCkKOj5PcnpouEgny,Khalid,0uLz2ygHQAtLknyGasJOr5,181436,2020-02-04,82,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007
5JSVa5i6lFPoyOzK4gj0Ox,No Shame,5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,2i4RHN9tSRQiQ8pcaaD2Gj,190893,2020-02-05,13,0.576,0.815,7,-3.125,1,0.0361,0.0186,2.07e-06,0.158,0.445,90.972
25oOaleife6E2MIKmFkPvg,Relationship (feat. Future),50co4Is1HCEo8bhOyUWKpn,Young Thug,51KZKzPd3OQT1r46a55VTt,215306,2017-06-16,76,0.842,0.597,2,-6.336,1,0.0627,0.00252,0.0,0.124,0.298,145.992
45Nm4dwbrahPabtJQj8Cf0,Ang Pinagmulan,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,5jgXF7anE9kA011VqS44y0,231289,2020-02-07,48,0.55,0.763,7,-5.958,0,0.0345,0.00366,0.0206,0.226,0.532,95.0
0P6AWOA4LG1XOctzaVu5tt,The Weekend - Funk Wav Remix,7tYKF4w9nC0nq9CsPZTHyP,SZA,5enEsi887wD3qGoMCK4jLr,171805,2017-12-15,77,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925
2v5VIWMjZxeiG52KckiXxS,Ikaw Lamang,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,306466,2007,63,0.394,0.623,9,-5.029,1,0.0384,0.573,0.0,0.0937,0.316,115.003
5hff5RQeE84pznOt8WEWeO,Birthday,1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,2KLNA0H5XiiMLPAWSb8sUu,181466,2020-02-07,71,0.609,0.785,11,-3.32,1,0.0891,0.0502,0.0,0.171,0.756,151.995
1Cv1YLb4q0RzL6pybtaMLo,Sunday Best,4ETSs924pXMzjIeD6E9b4u,Surfaces,3mMWlBGocBwsS1Q0o9wvlc,158571,2019-01-06,87,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022
3HpJk0JSKcqR5IRm3xMYIb,Chinita,060TqET6tyyfAQLXDyIDD8,Raf Davis,0vz6RXcuFyFONeD4ZDY9b1,234885,2020-01-25,4,0.719,0.63,10,-8.543,1,0.0637,0.0616,0.0,0.133,0.377,163.972
1LdS1ULS9e18oW3M2C1MUj,"always, i'll care",3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,1kfbFGL5zSzXv2p5usgNcs,146146,2020-02-07,25,0.784,0.278,6,-10.745,1,0.041,0.918,0.000196,0.112,0.741,105.034
5en0gvJmw9GeS9Xv4rnZ7U,Heart React,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,3blIO4usvS40P4seWTQLty,311038,2020-01-24,49,0.631,0.621,10,-8.632,1,0.15,0.381,4.54e-06,0.0839,0.499,130.649
0t78xGJe3jXsih4qRMId7I,Best In Me,2yEkZBBjhzKzt6LF5XMaFi,Blue,4Kx60DeMOwNNnvQRbZMuHg,193240,2001-01-01,65,0.76,0.563,4,-6.975,0,0.028,0.106,0.0,0.0908,0.359,99.023
5IUOU5xkzGHsRFOYNu3GSK,No Judgement,1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,2KA0hztJvCs7eD7nv5316T,176283,2020-02-07,73,0.723,0.726,1,-3.835,0,0.0472,0.0564,0.000126,0.057,0.962,100.051
4SQ3HwsAiGTikY7gOAybwH,Fall,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,7xCcuTA3abKwxj8HwgxP7R,244653,2019-05-12,59,0.486,0.457,1,-7.376,1,0.0281,0.689,0.0,0.132,0.485,149.828
6mwA6YiKDjAUG8kWvRRUPh,Back At One,6k0IBR0lU42s2GYpNX7kA9,Brian McKnight,0ZnKlkQrZb1xDbT8bmPSjo,263666,1999-09-21,70,0.661,0.346,11,-9.115,1,0.03,0.452,0.0,0.131,0.256,129.752
16wAOAZ2OkqoIDN7TpChjR,Yummy,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,63iWSELt9V1kV6RSMxN7Ii,208520,2020-02-14,77,0.676,0.506,9,-6.652,0,0.0958,0.345,0.0,0.118,0.497,145.842
4umIPjkehX1r7uhmGvXiSV,Intentions (feat. Quavo),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,63iWSELt9V1kV6RSMxN7Ii,212866,2020-02-14,83,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986
73SpzrcaHk0RQPFP73vqVR,No Time To Die,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,5sXSHscDjBez8VF20cSyad,242265,2020-02-13,80,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537
2ZlCGeK30BLRNSPC832pNZ,Forever (feat. Post Malone & Clever),1uNFoZAHBGtllmzznpCI3s,Justin Bieber,63iWSELt9V1kV6RSMxN7Ii,219933,2020-02-14,75,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,0.892,139.98
3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,6TqRKHLjDu5QZuC8u5Woij,228706,2003-12-02,79,0.609,0.445,7,-9.129,1,0.106,0.603,6.77e-06,0.104,0.166,118.393
2ZTYlnhhV1UAReg7wIGolx,To Die For,2wY79sveU1sp5g7SokKOiI,Sam Smith,2motAeq8jZvHkF4VpbWSHf,193795,2020-02-14,78,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649
3LmvfNUQtglbTrydsdIqFU,We Belong Together,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,43iBTEWECK7hSnE0p6GgNo,201400,2005-01-01,70,0.837,0.462,0,-7.89,1,0.0601,0.0339,0.0,0.09,0.762,139.986
3vsNteZn6E5qBSSBO78W7b,You're Beautiful,7KMqksf0UMdyA0UCf4R3ux,James Blunt,31p2S8NRI7kVdEZAMkGONK,213000,2004-11-01,56,0.674,0.547,0,-7.316,0,0.0276,0.625,1.54e-05,0.0927,0.423,81.997
0p5Bv16XNo5B7AdeKD0H0F,I Do (Cherish You),6V03b3Y36lolYP2orXn8mV,98º,39FfOWdtZLLY1lMn2R3UIm,226733,1998-01-01,57,0.576,0.431,8,-9.484,1,0.0339,0.614,0.0,0.159,0.301,81.016
28UMiBhn383n9S7GL4tsxD,"Because You Loved Me (Theme from ""Up Close and Personal"")",4S9EykWXhStSc15wEx8QFK,Céline Dion,2vk0n8aeQSO74VtQBbNDPR,273666,1996-02-28,74,0.614,0.466,1,-9.881,1,0.0327,0.314,0.0,0.099,0.178,119.916
3bbqxv8GN3RhaPnrWxFbmP,All Out Of Love,4xXCRXOfQKQ2gjWxNhNzYW,Air Supply,5s5iUa9XoCRVXNJiTawxjB,243600,1980-01-01,40,0.52,0.349,0,-12.738,1,0.0267,0.333,2.69e-06,0.194,0.379,108.401
2SbsvihBJmgNKZ4qkXFWrp,More Than Words,6w7j5wQ5AI5OQYlcM15s2L,Extreme,7GOk2a0toWcEMGEm8uKLyz,334040,1990-01-01,75,0.623,0.127,6,-14.935,1,0.0306,0.452,0.0,0.114,0.237,91.625
7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),6bmlMHgSheBauioMgKv2tn,Powfu,2p9gK2BcdrloHNJwarc9gc,173333,2020-02-08,92,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,0.348,144.026
2uIX8YMNjGMD7441kqyyNU,ocean eyes,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,2msN7XBgV3JCjQ7Tq3t7i9,200560,2016-11-18,68,0.475,0.37,4,-7.725,0,0.0361,0.819,0.0577,0.0841,0.157,144.828
0jdeV5dSB3kUBRqe1xQJbh,True,3C4t1usFGoKHCSRdujm2GN,Ryan Cabrera,78IbgGcKueK33SETMOQfaj,204173,2004-06-08,65,0.598,0.4,6,-10.054,1,0.0241,0.459,0.0,0.151,0.369,96.938
1x7DysraeqSgVgj95hHc3U,Araw-Araw Love,3PDFGpPl4ienSn5Vwisfrh,Flow G,4h5wKpTXHfEeYYZIIVOC8g,211278,2020-02-03,71,0.692,0.656,7,-7.452,0,0.0744,0.554,0.0,0.194,0.668,82.985
5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,5aMmmNxw4vgpc5XC6hK0zp,The Calling,2Ir1mtE8K61cCNY5WQyKGV,208600,2001,72,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027
4ejyZ4uJEXUURcgKp1kP8v,After Hours,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,1wSmi4DMuPu5fG7xtyspT2,361946,2020-02-19,26,0.663,0.567,5,-5.941,0,0.0309,0.0938,0.00978,0.124,0.139,108.959
3IB5qOeMayvpOdHxYCL5tZ,ON (Feat. Sia),3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,246816,2020-02-21,69,0.591,0.848,9,-4.397,0,0.0828,0.137,0.0,0.372,0.386,105.922
1iCJrfkx5U4DtmkazBSYVG,ON,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,246380,2020-02-21,1,0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,0.438,105.936
0ono6UCNVZ1XqOm6j78Blu,Filter,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,180220,2020-02-21,78,0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,0.86,110.042
2rk5DdEFF6wJ13Wrwm2sy6,00:00 (Zero O’Clock),3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,250295,2020-02-21,0,0.566,0.548,1,-6.456,1,0.0579,0.0802,0.0,0.11,0.196,157.999
1TEEi8aHzb4tGcLJdsepb1,My Time,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,234457,2020-02-21,0,0.674,0.64,0,-5.139,0,0.0339,0.151,0.0,0.0925,0.664,99.908
15xT6IkTumRGbbSim0t11u,Louder than bombs,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,217404,2020-02-21,0,0.643,0.667,0,-6.993,0,0.152,0.0433,0.0,0.0904,0.485,145.999
1aKuG1GG76xPLUkjBbQo3W,UGH!,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,225012,2020-02-21,74,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.998
5LCP80MqF8AqHi0WZZGuwJ,Friends,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,199338,2020-02-21,0,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.648,79.98
3bSrpGWHrMlwZ0TdBMXv1p,Inner Child,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,233265,2020-02-21,0,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.332,134.953
1xfXXujIlLZAx5wpu46Nyk,Moon,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,208589,2020-02-21,74,0.703,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87
3bHKTyjnhkhCOpTDYTMZmN,We are Bulletproof : the Eternal,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,261542,2020-02-21,0,0.526,0.575,9,-5.215,0,0.0309,0.225,0.0,0.108,0.19,84.047
07KegcFokV4bBD1GvO1j6L,Respect,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,237540,2020-02-21,0,0.661,0.84,0,-4.805,1,0.116,0.00485,0.0,0.287,0.524,91.457
2Nib4r0saYQf2pUV4RFDhl,Interlude : Shadow,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,259821,2020-02-21,71,0.385,0.798,9,-6.439,0,0.483,0.115,0.0,0.181,0.141,149.756
2ezpl1QGsrICxQwl039Yoe,Outro : Ego,3Nrfpe0tUJi4K4DXYWgMUX,BTS,7HXqq0fokRpOKG0bQW4xnB,196198,2020-02-21,0,0.808,0.903,0,-3.106,1,0.0958,0.0121,0.000233,0.0993,0.473,116.988
2isSdmQfVv32j2haL6hk9x,Intro : Persona,3Nrfpe0tUJi4K4DXYWgMUX,BTS,1AvXa8xFEXtR3hb4bgihIK,171023,2019-04-12,65,0.469,0.87,9,-4.475,0,0.342,0.0278,0.0,0.313,0.652,86.622
7MZF7YLxOP2to9iblSulLc,Modern Loneliness,5JZ7CnR6gTvEMKX4g70Amv,Lauv,0YuPbtHpnpGEhyjg0rCyEi,252337,2020-02-20,13,0.702,0.508,8,-7.105,1,0.035,0.144,0.0,0.108,0.143,82.008
6KUE0HSSudAp9AOycaF6SH,Make It Right,3Nrfpe0tUJi4K4DXYWgMUX,BTS,1AvXa8xFEXtR3hb4bgihIK,226321,2019-04-12,72,0.638,0.703,7,-7.874,1,0.444,0.0104,0.0,0.132,0.261,105.766
0eeeyCAGnGZInPtpkdYiPa,Jamais Vu,3Nrfpe0tUJi4K4DXYWgMUX,BTS,1AvXa8xFEXtR3hb4bgihIK,227275,2019-04-12,70,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.241,81.0
6JdS5rJvJaRA7B1tcm7kxZ,Dionysus,3Nrfpe0tUJi4K4DXYWgMUX,BTS,1AvXa8xFEXtR3hb4bgihIK,249215,2019-04-12,71,0.502,0.91,7,-2.769,1,0.107,0.04,0.0,0.319,0.588,176.084
2QyuXBcV1LJ2rq01KhreMF,ON,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,246380,2020-02-21,83,0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,0.438,105.936
4AlihYDqxXshKhvh5tnMfP,00:00 (Zero O’Clock),3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,250295,2020-02-21,74,0.566,0.548,1,-6.456,1,0.0579,0.0802,0.0,0.11,0.196,157.999
3bkkMZEAhx7rTVz1C0itRQ,Black Swan,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,198260,2020-02-21,75,0.719,0.758,2,-5.167,0,0.0851,0.137,0.0,0.129,0.49,147.023
7w05lsU2VLSeiT8Nukrv5M,Friends,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,199338,2020-02-21,75,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.648,79.98
4vTgx6h4seHvkuFh84JXYP,My Time,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,234457,2020-02-21,77,0.674,0.64,0,-5.139,0,0.0339,0.151,0.0,0.0925,0.664,99.908
3op7HNwLli54MBjFGzIlZO,Louder than bombs,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,217404,2020-02-21,73,0.643,0.667,0,-6.993,0,0.152,0.0433,0.0,0.0904,0.485,145.999
4BKOjYosPhw334moS3wlbO,Inner Child,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,233265,2020-02-21,73,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.332,134.953
44WLOqH7QayQOQdeUHeKUK,We are Bulletproof : the Eternal,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,261542,2020-02-21,77,0.526,0.575,9,-5.215,0,0.0309,0.225,0.0,0.108,0.19,84.047
3r9FFjLrAIQjoR8pSHVPC9,Outro : Ego,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,196198,2020-02-21,72,0.808,0.903,0,-3.106,1,0.0958,0.0121,0.000233,0.0993,0.473,116.988
37TSJmYKLxXmx8OehFpqMN,Respect,3Nrfpe0tUJi4K4DXYWgMUX,BTS,6mJZTV8lCqnwftYZa94bXS,237540,2020-02-21,71,0.661,0.84,0,-4.805,1,0.116,0.00485,0.0,0.287,0.524,91.457
6XXYdF6pJR1K3wKvuxmu7n,Feel Me,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,6gldP4RkBjKhVb6SgeVuFd,226002,2020-02-21,71,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.392,99.989
22LAwLoDA5b4AaGSkg6bKW,Blueberry Faygo,5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,2a1AHCq835BXUcX1aTTWqQ,162546,2020-02-06,86,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034
54b8IPvheXDpro2VR2rWAS,Ivana,2EGJbNf0Hva2C2N6hvhMXD,Soulstice,10stEx5J17TekHdjeh9dOJ,246550,2020-01-06,63,0.87,0.483,8,-7.441,1,0.297,0.281,0.0,0.0526,0.611,100.012
2ctqjxISMsrkCg7YdGkECu,Normalan,6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,2K8iiECJSWOrnctPw0V7MO,223157,2020-02-21,58,0.765,0.438,8,-12.356,1,0.0558,0.524,1.54e-05,0.194,0.506,114.011
4z1rk9qlsqhp5LJm5qvXZF,Mean It,5JZ7CnR6gTvEMKX4g70Amv,Lauv,0YuPbtHpnpGEhyjg0rCyEi,232853,2020-02-20,11,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998
33N0DfqkeNyir1emyxNVG5,Tattoos Together,5JZ7CnR6gTvEMKX4g70Amv,Lauv,0YuPbtHpnpGEhyjg0rCyEi,186613,2020-02-20,9,0.862,0.4,4,-7.486,1,0.0736,0.00575,7.49e-06,0.123,0.596,122.963
0pHjZH7OkpgqSamCuophui,Feelings,5JZ7CnR6gTvEMKX4g70Amv,Lauv,0YuPbtHpnpGEhyjg0rCyEi,189613,2020-02-20,3,0.694,0.466,9,-6.758,1,0.0384,0.0934,0.0,0.098,0.246,103.018
3Hig6FDiszzWDPIKSP9swE,"fuck, i'm lonely",5JZ7CnR6gTvEMKX4g70Amv,Lauv,0YuPbtHpnpGEhyjg0rCyEi,198973,2020-02-20,5,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016
58GV8DCjojFSplLejcHIYu,i'm so tired...,5JZ7CnR6gTvEMKX4g70Amv,Lauv,0YuPbtHpnpGEhyjg0rCyEi,162582,2020-02-20,5,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211
6C2BUJcHeWqFX7uKBDWXoT,Changes,5JZ7CnR6gTvEMKX4g70Amv,Lauv,0YuPbtHpnpGEhyjg0rCyEi,160186,2020-02-20,5,0.532,0.455,2,-8.366,1,0.156,0.452,0.0,0.237,0.204,148.182
3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,0U3q2NgWn97Fsns6dg7CzD,288189,2020-02-28,70,0.311,0.342,2,-8.889,1,0.032,0.432,1.93e-06,0.114,0.274,177.158
5RUUkFNqH3GRKHg1xjprOb,Old Me,5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,4VaepdvunK8gHTIdSeiHsC,184666,2020-02-21,17,0.721,0.621,0,-3.639,1,0.0483,0.304,0.0,0.266,0.473,127.976
2kJu14V7hbZw3I4K8L8SXb,Stupid Love,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,2HDW1EX8IBI3jqobswAfrZ,193530,2020-02-28,47,0.676,0.815,8,-4.294,1,0.0625,0.00146,0.00041,0.275,0.796,117.973
4MdcsdRj7i8eBm0qFjO4L4,Feel Me,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,05b4SazhZ2bZFxV5fWi54E,226002,2020-01-10,7,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.392,99.989
463PQggkmk5tTw8ug0ahOX,The Other Side (from Trolls World Tour),7tYKF4w9nC0nq9CsPZTHyP,SZA,50ZTMRi6Biq1i1pWbcaKaJ,188186,2020-02-26,73,0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.709,105.979
1x8pFCRfBnDqckyB6mlZci,Titig,7dxr6AabRWhsfYRyVJlErK,MC Einstein,4tk561oaKN5jhKhu8XuP1W,259114,2019-12-15,70,0.797,0.447,8,-8.452,1,0.28,0.146,0.0,0.0877,0.645,79.003
2qG81jL9UIP54uS8gYyP4k,Who (feat. BTS),5JZ7CnR6gTvEMKX4g70Amv,Lauv,6EgJXcGqaUvgZIF9bqPXfP,180413,2020-03-06,77,0.632,0.345,11,-8.0,0,0.0349,0.551,0.0,0.104,0.0818,141.641
2lgz3yy1AyoceOVOOBmiOS,Stickwitu,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,53zV9rZ5yfWgigsmuJtYpG,207506,2005-01-01,69,0.548,0.554,9,-6.408,1,0.0587,0.283,0.0,0.0708,0.382,79.918
6NfrH0ANGmgBXyxgV2PeXt,La Difícil,4q3ewBCX7sLwd24euuV69X,Bad Bunny,5lJqux7orBlA1QzyiBGti1,163084,2020-02-28,83,0.685,0.848,8,-4.561,0,0.0858,0.0861,7.14e-06,0.0783,0.761,179.87
2IHLaN6wwYKQ3S24NsQqpA,I Love Me,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,3VKVZ7PvA64NtVJChPGDaH,203672,2020-03-06,77,0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093
1ShHhJlzaLuoZbJ3aP4z0m,Invisible Things,5JZ7CnR6gTvEMKX4g70Amv,Lauv,6EgJXcGqaUvgZIF9bqPXfP,197306,2020-03-06,68,0.733,0.552,7,-7.404,1,0.0993,0.0833,7.59e-06,0.141,0.279,125.311
5RsKelNxucrDxgMbZ3vd3W,Young & Alive,4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,4UoEi8sYhfBkFEkvZDfb74,160465,2020-03-05,76,0.716,0.563,3,-5.486,1,0.0425,0.326,0.0,0.119,0.495,86.005
2ajzBr7vwHTEBeqDzcsNRC,That Way - Bonus Track,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,7IyoGB8J31fvQDwGtHAq9m,212354,2020-03-06,73,0.712,0.598,7,-5.368,0,0.0388,0.0546,0.0,0.154,0.504,130.007
4wJKGMBKvoyYhGo7bXVfTd,WANNABE,2KC9Qb60EaY0kW4eH68vr3,ITZY,0YOshexRT4tVrbtidzSL3G,191242,2020-03-09,63,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035
3uc8AGNL0KbvISIrjnfRvN,Mean It,5JZ7CnR6gTvEMKX4g70Amv,Lauv,6EgJXcGqaUvgZIF9bqPXfP,232853,2020-03-06,77,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998
1Srt81FTalOhRw7t7l8Yh8,Tattoos Together,5JZ7CnR6gTvEMKX4g70Amv,Lauv,6EgJXcGqaUvgZIF9bqPXfP,186613,2020-03-06,77,0.862,0.4,4,-7.486,1,0.0736,0.00575,7.49e-06,0.123,0.596,122.963
6tCssnvTUREcperDOUTqvA,WANNABE,2KC9Qb60EaY0kW4eH68vr3,ITZY,2gertXS08whDTzBWfmewPO,191242,2020-03-09,78,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035
1eyek0KJEh2v5HQ9uQSybb,Modern Loneliness,5JZ7CnR6gTvEMKX4g70Amv,Lauv,6EgJXcGqaUvgZIF9bqPXfP,252337,2020-03-06,75,0.702,0.508,8,-7.105,1,0.035,0.144,0.0,0.108,0.143,82.008
09PGubKAMryhOWv1LHpCYz,"fuck, i'm lonely (with Anne-Marie)",5JZ7CnR6gTvEMKX4g70Amv,Lauv,6EgJXcGqaUvgZIF9bqPXfP,198973,2020-03-06,80,0.806,0.558,9,-6.46,1,0.0683,0.482,0.0,0.0618,0.678,95.016
0s26En1JoJhVj32vizElpA,Feelings,5JZ7CnR6gTvEMKX4g70Amv,Lauv,6EgJXcGqaUvgZIF9bqPXfP,189906,2020-03-06,76,0.694,0.466,9,-6.758,1,0.0384,0.0934,0.0,0.098,0.246,103.018
4vjpLMyL3ZO6aphdYr8XYw,i'm so tired...,5JZ7CnR6gTvEMKX4g70Amv,Lauv,6EgJXcGqaUvgZIF9bqPXfP,162586,2020-03-06,81,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211
7cDpMO5wuWgvv3j4INRBeB,Changes,5JZ7CnR6gTvEMKX4g70Amv,Lauv,6EgJXcGqaUvgZIF9bqPXfP,160186,2020-03-06,68,0.532,0.455,2,-8.366,1,0.156,0.452,0.0,0.237,0.204,148.182
