track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,predicted_genre_id,predicted_genre,predicted_genre_prob,predicted_classical_prob,predicted_country_prob,predicted_electronic_prob,predicted_folk_prob,predicted_hiphoprapcons_prob,predicted_jazz_prob,predicted_rock_prob
0WRSaei4JRI1KTYhMqQh9y,Sandali,0n4a5imdLBN24fIrBWoqrv,Because,1UeeX7O8uWEkBpgLpi1C5S,269217,2018-06-12,58,0.8009999999999999,0.377,0,0.3996129864545259,1,0.0807,0.237,5.48e-06,0.451,0.38799999999999996,0.4032368434643392,4,hiphoprapcons,0.4,0.0,0.22857142857142856,0.02857142857142857,0.11428571428571428,0.4,0.08571428571428572,0.14285714285714285
267RumTt5KeLBGl2KWxBL0,Dating Tayo,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,01f1BJjxsFyuX580Fk8Gjk,239480,2016-05-19,62,0.551,0.32899999999999996,7,0.5813373468071383,1,0.0431,0.648,3.82e-05,0.0925,0.331,0.5624580385270876,3,folk,0.4,0.0,0.2857142857142857,0.0,0.4,0.0,0.22857142857142856,0.08571428571428572
39afswHs17v53znQm1gDTY,Take A Bow,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,1YhbfKnjrFgnYyWz6cn9mN,229413,2007-03-31,62,0.708,0.47,9,0.7164050741775962,1,0.0659,0.248,0.0,0.0852,0.536,0.190020916180344,4,hiphoprapcons,0.4,0.02857142857142857,0.2571428571428571,0.0,0.08571428571428572,0.4,0.08571428571428572,0.14285714285714285
1HwpWwa6bnqqRhK8agG4RS,Beautiful Soul,2Hjj68yyUPiC0HKEOigcEp,Jesse McCartney,2gidE8vgVOkYufANjuvj3S,214226,2004-01-01,73,0.66,0.6659999999999999,9,0.8560739625886906,1,0.0472,0.0759,0.0,0.0268,0.9329999999999999,0.24145922635955175,1,country,0.4,0.0,0.4,0.02857142857142857,0.08571428571428572,0.22857142857142856,0.02857142857142857,0.22857142857142856
2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,5W98Ab4VvQEuFEE4TIe5fE,225053,2015-01-09,78,0.63,0.53,0,0.7306385723500323,1,0.0434,0.4,0.0,0.177,0.41700000000000004,0.3580669317771007,1,country,0.4,0.0,0.4,0.02857142857142857,0.34285714285714286,0.02857142857142857,0.08571428571428572,0.11428571428571428
3Yh9lZcWyKrK9GjbhuS0hR,Good as Hell,56oDRnqbIiwx4mymNEv7dS,Lizzo,4CA8GvVF7swZafg0zYh9qq,159735,2016-03-09,70,0.682,0.919,0,0.9060417114599011,0,0.0875,0.256,0.0,0.442,0.535,0.28023808294169306,1,country,0.4,0.0,0.4,0.0,0.05714285714285714,0.2,0.05714285714285714,0.2857142857142857
6VqZS3Wmf53pbfDBVEYvnP,Hindi Tayo Pwede,1YlibpAvhJBbMZMBwN1KGv,The Juans,2m8pNsbpAvJYe7rbRpkhFF,303937,2018-10-26,69,0.28300000000000003,0.281,11,0.5519673188561599,1,0.035,0.43700000000000006,0.00114,0.102,0.127,0.17654159995868413,3,folk,0.4,0.22857142857142856,0.08571428571428572,0.02857142857142857,0.4,0.0,0.14285714285714285,0.11428571428571428
4bU5xCQQiURmotfz9ohUNo,Hericane,49tQo2QULno7gxHutgccqF,LANY,0HiwsXForePsWdIZW6EEkK,346797,2017-06-30,63,0.6729999999999999,0.419,0,0.6922812298430445,1,0.0316,0.402,0.00017900000000000001,0.11199999999999999,0.171,0.5380235500697205,3,folk,0.4,0.0,0.14285714285714285,0.11428571428571428,0.4,0.22857142857142856,0.02857142857142857,0.08571428571428572
5Gm6YoDs8N2WznOpASSB5P,Go Up,3g7vYcdDXnqnDKYFwqXBJP,SB19,7cnW5rl7F9OkVxqbcJPNCq,189100,2019-07-19,2,0.7040000000000001,0.9440000000000001,0,0.9435390238658353,0,0.042,0.423,0.0,0.132,0.9129999999999999,0.47399679801683625,1,country,0.4,0.0,0.4,0.02857142857142857,0.02857142857142857,0.2,0.02857142857142857,0.3142857142857143
09PGubKAMryhOWv1LHpCYz,"fuck, i'm lonely (with Anne-Marie)",5JZ7CnR6gTvEMKX4g70Amv,Lauv,6EgJXcGqaUvgZIF9bqPXfP,198973,2020-03-06,80,0.8059999999999999,0.5579999999999999,9,0.7649967748871211,1,0.0683,0.48200000000000004,0.0,0.0618,0.6779999999999999,0.2740019625058101,4,hiphoprapcons,0.4,0.0,0.3142857142857143,0.0,0.17142857142857143,0.4,0.02857142857142857,0.08571428571428572
3sWLOFGI7dNN6YBM1m1RKB,Miracle Nights,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,11gmNcKrZsOdtpQWT1GDvt,374117,2019-08-24,66,0.883,0.569,1,0.6675123629327027,1,0.0617,0.5429999999999999,6.64e-05,0.0777,0.545,0.31908149563600674,4,hiphoprapcons,0.4,0.0,0.2857142857142857,0.02857142857142857,0.17142857142857143,0.4,0.05714285714285714,0.05714285714285714
3NLnwwAQbbFKcEcV8hDItk,Perfect,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,1gMxiQQSg5zeu4htBosASY,230333,2015-11-13,77,0.647,0.823,2,0.8178456245968609,1,0.0762,0.0598,0.0,0.11900000000000001,0.396,0.3057442028611268,1,country,0.4,0.02857142857142857,0.4,0.11428571428571428,0.02857142857142857,0.2,0.02857142857142857,0.2
2OqQDFY4MgzkAoAZ67CscA,Sundo,6MXu7TWZnmykwkXiRJeUMh,Imago,2WNYwZg6JlIjSkQGq0fggk,243653,2007,56,0.493,0.515,9,0.7610836379273275,1,0.0232,0.46799999999999997,1.27e-05,0.0873,0.33399999999999996,0.17698058152145846,3,folk,0.4,0.02857142857142857,0.3142857142857143,0.0,0.4,0.0,0.08571428571428572,0.17142857142857143
7kSLdGdXLey7pzLsWpdg1h,Little Things,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,5SxEsi1PNyo1XfEKDYcFKF,219640,2012-11-09,57,0.7070000000000001,0.222,7,0.5389808643302516,1,0.0329,0.7879999999999999,0.0,0.205,0.556,0.3713461240510252,3,folk,0.4,0.02857142857142857,0.34285714285714286,0.0,0.4,0.02857142857142857,0.2,0.0
0gcjc7Vt5xtcfmJgf6g2IO,When You Say Nothing At All,3nlHsNqwCSvT988ZfSW1Yh,Ronan Keating,3T9Imnmd2Amt5lyDMqlFq9,256826,2000-01-01,74,0.456,0.44799999999999995,7,0.584175446140615,1,0.0251,0.161,1.19e-06,0.0811,0.418,0.7831495636006817,6,rock,0.4,0.0,0.22857142857142856,0.08571428571428572,0.22857142857142856,0.02857142857142857,0.02857142857142857,0.4
4CoxD8tetisleUQDA7vn1B,What You Waiting For,7zYj9S9SdIunYCfSm7vzAR,SOMI,59iiiARciChm70cn85wxuH,175327,2020-07-22,72,0.765,0.688,8,0.8246828639002365,1,0.0731,0.0164,0.0,0.11199999999999999,0.794,0.44756107008211543,4,hiphoprapcons,0.4,0.0,0.2857142857142857,0.0,0.02857142857142857,0.4,0.05714285714285714,0.22857142857142856
454Epa1vrCGFddHXKyC1kb,Water,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,0FgZKfoU2Br5sHOfvZKTI9,168419,2019-10-25,59,0.505,0.281,2,0.5093958288540098,1,0.1,0.57,0.000254,0.163,0.28300000000000003,0.19215772349326032,1,country,0.4,0.02857142857142857,0.4,0.02857142857142857,0.2857142857142857,0.0,0.17142857142857143,0.08571428571428572
5VoY18OYEE2E6RJCBd2jki,Go Up,3g7vYcdDXnqnDKYFwqXBJP,SB19,4JlsfnNH8MCDXR0ypy1zcm,189047,2020-07-31,54,0.7020000000000001,0.941,0,0.9441840464416255,0,0.0428,0.4,0.0,0.146,0.922,0.4739193306822289,1,country,0.4,0.0,0.4,0.02857142857142857,0.0,0.2,0.02857142857142857,0.34285714285714286
3IJYUaN3tx04S4TYyZHKoP,Party Girl,1XLWox9w1Yvbodui0SRhUQ,StaySolidRocky,6OrpY5LSOnkC8xbI5qOTvw,147800,2020-07-15,79,0.73,0.439,6,0.6186196516878091,0,0.0609,0.747,0.0,0.0988,0.615,0.5004260703403398,3,folk,0.4,0.02857142857142857,0.3142857142857143,0.0,0.4,0.02857142857142857,0.11428571428571428,0.11428571428571428
3PLARiBoxCpJFUMZhvV63x,Dalaga,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,3WcPb5LktyXktr9ufHLm4v,297932,2018-07-23,57,0.94,0.499,8,0.6074822618791658,1,0.0825,0.535,0.00011899999999999999,0.0889,0.537,0.3704875277591283,4,hiphoprapcons,0.4,0.0,0.22857142857142856,0.02857142857142857,0.11428571428571428,0.4,0.05714285714285714,0.17142857142857143
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,5658aM19fA3JVwTK6eQX70,182160,2019-05-17,90,0.501,0.405,1,0.7985809503332617,1,0.0319,0.7509999999999999,0.0,0.105,0.446,0.3700291793627021,3,folk,0.4,0.0,0.22857142857142856,0.0,0.4,0.02857142857142857,0.2,0.14285714285714285
